UsuarioID,TIPO_CLIENTE_BEME,SEGMENTO_BEME,NANO_SEGMENTO,MICRO_SEGMENTO,MODULO,ZONA,CTA_CTA_BIPERSONAL,CTA_CTA_UNIPERSONAL,CUENTA_PROVEEDOR,CUENTA_RUT,CUENTA_EMPRENDEDOR,CAJA_VECINA,CHEQ_MICROEMPRESA,CHEQ_OTRA,CTA_CTE_OTRA,LINEA_DE_CREDITO,TARJETA,EDAD,COMPORTAMIENTO_SBIF,COMPORTAMIENTO_BEME,SEXO,TIPO_PERSONA,TIPO_SOCIEDAD_CRITERIO_BEME,TRX_APP,TRX_BATCH,TRX_BECO,TRX_Buzonera,TRX_Caja,TRX_Caja_Vecina,TRX_Cajero_Automatico,TRX_Dispensadores,TRX_FALABELLA,TRX_Internet,TRX_Meson,TRX_MYPE,TRX_RedBanc,TRX_RedCompra,TRX_ServiEstado,Uso_Digital_3M,Uso_Web_3M,Uso_App_3M,Uso_Digital_Anual,Uso_Web_Anual,Uso_App_Anual,Con_Clave_Atm,Con_Clave_INET,Hab_BIPass,PERFIL_RIESGO,INF_COMERCIAL,GRP_PROPENSION,TIPO_CLIENTE,TIENE_PREAP,CANAL
2147,deudor uso medio de pago,Pesca,Segmento F,Segmento D,Region 6,Zona 6,1,0,1,1,1,0,1,1,0,0,1,31,Excelente,Malo,M,2,SPA,32,93,55,67,26,90,18,89,83,6,38,23,55,52,80,0,1,1,1,0,0,1,1,0,Malo,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,NO,VENTA CENTRALIZADA
2148,deudor no comercial,Pesca,Segmento F,Segmento E,Region 6,Zona 5,1,0,0,1,0,1,0,1,1,1,1,57,Regular,Excelente,M,2,Federacion,68,22,32,50,80,56,55,18,73,50,95,43,27,63,3,0,1,1,1,1,0,0,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,
2149,deudor uso medio de pago,Agricola,Segmento F,Segmento E,Region 5,Zona 6,0,0,0,1,0,0,1,1,0,0,1,31,Malo,Regular,M,1,Sociedad,6,85,25,76,54,27,88,34,65,29,75,97,50,78,70,1,0,1,1,0,0,1,1,1,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,SI,SALESFORCE -WEB
2150,deudor uso medio de pago,Agricola,Segmento D,Segmento D,Region 4,Zona 6,0,0,1,1,0,0,0,0,0,1,1,44,Regular,Malo,F,1,Federacion,36,63,44,78,22,2,57,82,20,14,14,70,9,56,28,0,0,1,0,1,0,0,0,0,Excelente,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,NO,VENTA CENTRALIZADA
2151,deudor uso medio de pago,Biotecnologia,Segmento E,Segmento F,Region 6,Zona 5,0,0,0,1,1,1,0,1,0,0,0,52,Malo,Excelente,M,1,Sindicatos,93,13,83,31,6,60,68,15,24,88,83,97,12,57,46,0,0,0,0,1,0,1,0,0,Bueno,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,SI,VENTA CENTRALIZADA
2152,deudor no comercial,Pesca,Segmento E,Segmento E,Region 5,Zona 4,0,1,1,0,1,0,0,0,1,1,0,53,Excelente,Excelente,F,2,Sindicatos,2,44,56,3,71,66,2,20,95,55,37,42,30,32,31,1,0,1,1,0,0,0,0,0,Excelente,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,SI,SALESFORCE - CCL
2153,deudor comercial,Biotecnologia,Segmento F,Segmento D,Region 6,Zona 5,0,1,1,0,0,0,0,1,1,1,0,30,Excelente,Regular,F,2,Federacion,84,0,90,65,15,33,87,94,98,53,36,10,87,18,36,1,1,1,0,1,1,1,1,0,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,NO,SALESFORCE -WEB
2154,deudor no comercial,Biotecnologia,Segmento E,Segmento F,Region 6,Zona 6,0,1,1,1,1,1,1,0,0,0,0,68,Malo,Malo,M,2,Federacion,11,68,29,76,2,78,2,14,27,17,47,21,70,37,20,0,1,1,1,1,0,0,0,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
2155,deudor no comercial,Biotecnologia,Segmento D,Segmento F,Region 6,Zona 6,0,0,1,0,0,0,1,0,0,0,1,22,Regular,Excelente,F,2,Cooperativas,13,97,93,86,0,92,88,51,2,87,11,8,63,3,4,0,1,1,0,0,0,0,0,1,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,NO,VENTA CENTRALIZADA
2156,deudor comercial,Pesca,Segmento F,Segmento E,Region 4,Zona 6,1,1,0,0,0,1,1,0,1,1,1,22,Regular,Excelente,F,2,Federacion,69,79,58,58,33,41,12,80,80,12,23,2,51,39,29,0,0,0,1,1,1,0,1,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,RED SUCURSALES
2157,deudor uso medio de pago,Agricola,Segmento D,Segmento F,Region 5,Zona 5,1,1,1,1,1,1,0,1,1,1,0,28,Excelente,Regular,M,2,Sindicatos,11,3,16,20,56,89,72,40,11,63,52,16,17,97,0,1,1,0,0,0,1,1,0,1,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,SI,
2158,deudor uso medio de pago,Pesca,Segmento F,Segmento F,Region 6,Zona 4,0,1,0,0,1,0,0,1,0,0,0,46,Regular,Excelente,F,2,Sindicatos,69,94,53,93,63,7,40,87,2,67,35,30,96,71,26,0,1,0,0,1,0,0,0,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,NO,RED SUCURSALES
2159,deudor uso medio de pago,Agricola,Segmento D,Segmento F,Region 6,Zona 6,0,1,0,0,1,0,0,0,1,1,0,51,Malo,Malo,M,2,SPA,35,97,15,19,79,93,13,31,84,60,46,49,4,89,60,1,0,1,1,1,0,1,0,0,Bueno,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,SI,
2160,deudor comercial,Agricola,Segmento E,Segmento E,Region 4,Zona 4,0,1,0,1,0,0,1,1,0,0,0,69,Regular,Regular,M,1,Cooperativas,47,25,68,54,21,18,63,35,2,0,81,87,22,42,59,1,1,0,0,1,0,1,1,1,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,SI,
2161,deudor comercial,Biotecnologia,Segmento F,Segmento F,Region 5,Zona 5,0,0,1,1,0,0,0,1,0,0,0,58,Excelente,Malo,M,1,Federacion,62,38,93,0,32,55,87,2,2,79,40,96,26,93,70,0,1,1,0,1,0,0,1,0,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,SI,SALESFORCE -WEB
2162,deudor no comercial,Biotecnologia,Segmento E,Segmento F,Region 4,Zona 6,1,0,1,0,0,0,1,1,0,1,1,63,Malo,Regular,F,1,Federacion,5,12,7,56,44,14,6,82,96,56,18,34,80,21,90,0,0,1,0,1,1,0,0,0,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Castigado o Sin Producto,NO,VENTA CENTRALIZADA
2163,deudor uso medio de pago,Agricola,Segmento E,Segmento D,Region 6,Zona 4,0,1,1,0,0,0,1,0,1,0,1,45,Excelente,Excelente,F,2,Sociedad,37,36,87,33,13,38,46,89,52,99,31,12,49,2,91,1,0,1,0,0,0,1,0,1,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
2164,deudor uso medio de pago,Biotecnologia,Segmento F,Segmento D,Region 6,Zona 6,1,0,0,0,1,1,1,0,0,0,0,36,Excelente,Regular,F,2,Cooperativas,97,55,9,20,17,40,87,4,11,58,50,77,35,3,71,0,0,1,1,0,0,0,0,0,Malo,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,SI,SALESFORCE - CCL
2165,deudor comercial,Agricola,Segmento E,Segmento F,Region 6,Zona 6,0,0,0,1,1,1,0,1,1,0,0,73,Regular,Regular,F,1,Sindicatos,67,9,56,7,75,90,13,45,86,0,18,52,2,52,32,1,1,0,1,0,0,0,0,0,Bueno,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,SALESFORCE - CCL
2166,deudor comercial,Pesca,Segmento F,Segmento F,Region 5,Zona 4,1,1,1,0,1,0,0,0,0,1,0,25,Regular,Excelente,M,1,Sociedad,5,55,4,7,7,81,57,34,34,47,17,11,30,40,32,0,0,0,1,0,0,0,0,1,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
2167,deudor no comercial,Pesca,Segmento F,Segmento D,Region 4,Zona 4,1,1,1,1,1,1,0,0,0,0,1,65,Excelente,Regular,F,1,SPA,42,85,68,57,52,38,75,40,10,1,94,46,65,45,68,1,1,0,1,1,1,1,1,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
2168,deudor no comercial,Agricola,Segmento D,Segmento D,Region 6,Zona 5,1,0,1,1,0,1,0,0,1,0,0,29,Malo,Malo,M,1,Federacion,4,93,22,69,25,76,68,47,28,78,41,29,74,67,35,1,0,0,1,0,1,0,1,1,Bueno,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,NO,VENTA CENTRALIZADA
2169,deudor no comercial,Biotecnologia,Segmento D,Segmento F,Region 5,Zona 6,1,1,0,1,1,1,1,0,1,1,0,70,Regular,Regular,F,2,SPA,72,30,78,94,50,91,89,55,19,13,29,69,37,86,43,0,1,1,1,0,1,0,1,1,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,NO,SALESFORCE - CCL
2170,deudor no comercial,Agricola,Segmento E,Segmento F,Region 6,Zona 5,1,0,1,1,1,0,1,0,1,1,0,59,Malo,Regular,M,2,Cooperativas,27,84,37,20,60,38,48,30,62,13,66,31,20,87,85,0,0,1,1,0,1,1,1,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,VENTA CENTRALIZADA
2171,deudor comercial,Pesca,Segmento E,Segmento D,Region 4,Zona 5,0,0,1,1,0,1,1,1,1,0,0,72,Regular,Regular,M,1,SPA,18,88,33,56,13,58,56,8,92,56,47,33,41,59,5,0,1,0,0,0,0,1,1,1,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,SALESFORCE - CCL
2172,deudor comercial,Agricola,Segmento E,Segmento E,Region 5,Zona 5,1,1,1,0,0,1,0,1,0,0,1,38,Malo,Excelente,F,2,Cooperativas,12,47,55,32,33,78,36,84,45,40,2,31,32,74,7,1,1,1,0,1,1,1,1,0,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,SI,
2173,deudor comercial,Agricola,Segmento D,Segmento E,Region 6,Zona 4,0,1,1,1,0,1,0,1,1,0,0,32,Malo,Excelente,F,1,Federacion,60,16,0,60,15,42,99,59,11,23,51,38,97,75,83,1,1,0,1,1,1,0,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,NO,SALESFORCE - CCL
2174,deudor comercial,Pesca,Segmento E,Segmento E,Region 4,Zona 6,0,0,1,0,1,1,0,1,1,0,0,69,Excelente,Excelente,M,2,Sindicatos,73,68,75,35,27,22,47,24,59,71,42,80,10,23,27,1,0,0,1,1,0,1,0,1,Malo,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
2175,deudor uso medio de pago,Pesca,Segmento E,Segmento D,Region 4,Zona 4,1,1,0,0,0,1,1,1,1,0,1,56,Malo,Malo,F,2,SPA,77,86,25,66,89,89,97,54,39,17,57,33,21,8,4,1,0,0,0,1,1,1,1,1,Malo,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,SI,SALESFORCE -WEB
2176,deudor no comercial,Pesca,Segmento F,Segmento D,Region 5,Zona 4,1,0,1,1,1,0,0,1,0,0,1,42,Regular,Regular,M,1,Federacion,95,55,84,83,36,43,46,64,94,98,87,4,14,36,6,1,0,1,1,1,0,1,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,SI,VENTA CENTRALIZADA
2177,deudor no comercial,Pesca,Segmento E,Segmento F,Region 6,Zona 6,1,1,1,1,1,0,0,0,0,1,0,46,Regular,Regular,M,1,Federacion,46,55,76,1,54,72,85,39,61,98,47,25,41,26,9,0,0,1,1,0,0,1,1,1,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente Finaciado,SI,RED SUCURSALES
2178,deudor no comercial,Biotecnologia,Segmento D,Segmento E,Region 5,Zona 5,0,0,1,0,1,1,1,0,1,0,0,65,Regular,Excelente,M,1,Sindicatos,51,6,15,27,24,51,92,15,26,36,82,52,89,89,50,1,1,0,0,1,0,1,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
2179,deudor comercial,Agricola,Segmento D,Segmento E,Region 5,Zona 4,1,0,1,1,1,1,1,1,1,0,1,33,Malo,Malo,F,2,Sindicatos,97,76,17,43,49,13,84,76,91,82,21,61,56,87,35,1,0,0,1,1,1,0,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,SI,RED SUCURSALES
2180,deudor no comercial,Pesca,Segmento F,Segmento E,Region 6,Zona 6,0,0,0,1,1,0,1,0,1,0,0,28,Malo,Regular,M,2,Federacion,62,96,31,66,3,4,8,4,16,79,36,26,52,89,48,1,1,0,1,1,0,0,0,0,Excelente,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,SI,
2181,deudor comercial,Biotecnologia,Segmento E,Segmento E,Region 4,Zona 4,1,1,1,1,1,0,1,1,0,1,1,45,Excelente,Regular,M,2,Cooperativas,16,82,99,17,36,2,54,54,36,69,0,52,7,21,5,1,0,1,0,0,0,0,0,0,Excelente,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,RED SUCURSALES
2182,deudor no comercial,Agricola,Segmento F,Segmento F,Region 4,Zona 6,0,1,1,0,0,0,0,1,1,0,0,45,Malo,Regular,F,1,Federacion,47,82,53,58,84,22,27,68,18,53,38,25,69,30,71,1,0,0,0,1,1,1,1,1,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
2183,deudor no comercial,Agricola,Segmento F,Segmento E,Region 6,Zona 6,0,0,1,0,1,1,1,1,0,1,1,25,Malo,Regular,F,1,Cooperativas,27,73,9,99,33,24,2,73,15,0,1,9,87,65,88,0,0,0,1,0,0,0,0,0,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
2184,deudor comercial,Agricola,Segmento D,Segmento F,Region 5,Zona 6,1,1,0,1,1,0,1,0,0,0,0,28,Malo,Excelente,F,2,Cooperativas,14,9,24,83,56,69,35,70,68,35,60,80,50,11,54,1,1,0,0,1,1,0,0,1,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
2185,deudor no comercial,Agricola,Segmento E,Segmento D,Region 5,Zona 5,0,1,0,1,0,1,1,0,0,0,1,19,Regular,Malo,F,1,Cooperativas,13,32,9,9,35,43,42,66,27,52,32,11,4,6,45,0,0,1,1,0,0,0,1,0,Malo,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,SI,RED SUCURSALES
2186,deudor uso medio de pago,Agricola,Segmento E,Segmento F,Region 5,Zona 4,0,0,1,0,1,1,0,1,1,1,0,44,Malo,Excelente,F,2,Cooperativas,26,59,43,77,60,37,6,53,28,62,49,37,39,31,71,0,0,0,1,1,1,1,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,
2187,deudor uso medio de pago,Pesca,Segmento E,Segmento D,Region 5,Zona 6,1,0,1,0,1,0,1,1,0,1,0,37,Regular,Regular,F,1,Federacion,59,36,52,70,72,10,24,40,24,26,65,68,90,5,3,1,0,1,0,1,1,1,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
2188,deudor no comercial,Agricola,Segmento D,Segmento D,Region 6,Zona 4,0,0,0,0,0,1,1,1,1,0,1,60,Excelente,Regular,M,1,Sociedad,6,82,9,22,51,27,69,86,91,4,93,49,55,95,49,0,0,0,1,0,0,1,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
2189,deudor uso medio de pago,Pesca,Segmento E,Segmento D,Region 4,Zona 6,0,0,1,0,0,0,0,0,0,0,1,23,Excelente,Malo,F,2,Cooperativas,15,0,42,38,1,46,87,75,61,27,58,49,65,10,62,0,1,1,1,0,1,0,0,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente Finaciado,SI,RED SUCURSALES
2190,deudor no comercial,Biotecnologia,Segmento E,Segmento E,Region 4,Zona 5,1,1,1,0,1,1,0,1,1,0,1,69,Regular,Excelente,F,2,Federacion,50,78,56,21,31,17,36,15,67,80,58,39,70,93,87,1,1,0,1,1,1,1,1,0,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,SALESFORCE - CCL
2191,deudor uso medio de pago,Agricola,Segmento D,Segmento E,Region 4,Zona 6,1,1,0,1,1,1,1,0,1,0,1,54,Malo,Excelente,F,2,Cooperativas,43,23,63,53,0,72,31,16,53,95,92,97,62,51,96,1,1,0,1,1,0,0,0,0,Bueno,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,NO,RED SUCURSALES
2192,deudor comercial,Biotecnologia,Segmento E,Segmento E,Region 5,Zona 4,1,0,1,0,1,1,0,1,1,0,1,24,Regular,Excelente,M,2,Federacion,75,70,52,42,29,60,27,20,63,9,92,73,20,60,85,1,1,1,1,0,0,1,0,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
2193,deudor no comercial,Pesca,Segmento F,Segmento F,Region 4,Zona 6,1,1,1,1,0,0,0,0,0,0,0,35,Regular,Regular,M,1,Sindicatos,94,39,9,10,25,43,0,38,74,91,76,58,73,27,66,0,0,1,1,1,1,0,0,1,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,
2194,deudor uso medio de pago,Pesca,Segmento D,Segmento F,Region 4,Zona 6,0,1,1,1,1,1,1,1,1,1,0,24,Excelente,Excelente,M,1,Sindicatos,24,55,85,69,11,87,85,7,17,82,78,53,86,14,22,0,0,1,1,0,0,0,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,NO,RED SUCURSALES
2195,deudor no comercial,Agricola,Segmento D,Segmento D,Region 6,Zona 6,1,1,1,1,0,0,1,1,0,1,0,26,Regular,Regular,F,1,Sociedad,32,19,21,68,36,9,52,20,52,98,79,60,33,82,78,0,0,0,1,0,0,1,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,
2196,deudor no comercial,Agricola,Segmento F,Segmento E,Region 5,Zona 4,0,1,0,1,1,0,1,0,1,1,0,19,Regular,Excelente,F,2,Cooperativas,52,13,27,65,6,15,50,87,86,91,67,67,96,14,99,0,1,0,1,1,0,1,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,VENTA CENTRALIZADA
2197,deudor comercial,Biotecnologia,Segmento F,Segmento E,Region 5,Zona 5,1,0,0,1,1,1,0,1,1,1,0,48,Regular,Regular,F,2,SPA,59,11,42,46,63,53,65,1,9,25,47,57,30,16,92,1,1,1,1,0,0,0,0,0,Excelente,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
2198,deudor no comercial,Pesca,Segmento F,Segmento E,Region 5,Zona 5,1,1,1,1,0,0,0,1,1,0,0,44,Malo,Regular,F,1,Cooperativas,78,98,1,77,30,4,11,90,70,34,74,60,83,7,99,1,0,1,1,1,0,1,1,0,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente Finaciado,SI,
2199,deudor comercial,Biotecnologia,Segmento D,Segmento D,Region 5,Zona 5,1,1,0,0,1,1,0,1,0,1,0,62,Regular,Malo,M,1,Cooperativas,50,50,32,91,26,28,58,20,42,96,29,56,86,86,31,1,1,1,1,1,1,0,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
2200,deudor uso medio de pago,Pesca,Segmento D,Segmento D,Region 4,Zona 4,0,1,1,1,1,1,1,1,1,0,1,51,Regular,Regular,M,2,Sindicatos,11,3,16,19,99,17,32,76,44,53,46,2,65,52,23,1,0,1,1,0,1,1,0,1,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
2201,deudor comercial,Agricola,Segmento E,Segmento D,Region 6,Zona 4,0,1,0,1,0,0,0,1,0,1,0,31,Malo,Regular,M,1,Sociedad,48,22,52,89,3,72,42,39,21,95,40,23,28,97,53,0,1,1,0,1,1,1,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
2202,deudor uso medio de pago,Biotecnologia,Segmento E,Segmento D,Region 6,Zona 4,1,0,1,0,1,0,0,0,1,0,1,52,Excelente,Malo,M,1,Sindicatos,43,55,74,90,83,46,26,50,15,52,18,9,44,73,59,0,0,0,0,0,1,1,0,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
2203,deudor comercial,Agricola,Segmento F,Segmento E,Region 6,Zona 5,1,0,1,1,0,1,0,1,0,1,0,74,Excelente,Malo,F,1,Cooperativas,69,21,93,54,55,12,43,9,76,2,57,77,56,43,1,1,0,0,0,1,1,0,0,1,Malo,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,SI,
2204,deudor comercial,Pesca,Segmento E,Segmento D,Region 4,Zona 5,1,0,1,1,1,1,0,0,0,1,0,27,Malo,Regular,M,1,Sociedad,1,39,88,86,78,79,25,66,38,80,45,67,21,67,68,1,0,1,1,1,0,1,0,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
2205,deudor comercial,Biotecnologia,Segmento D,Segmento E,Region 5,Zona 4,1,0,1,0,0,1,0,0,0,1,0,44,Regular,Malo,F,2,Sociedad,51,80,60,43,43,53,11,69,31,34,71,54,4,82,76,0,1,0,0,1,1,1,0,1,Malo,NO SUJETO DE CREDITO,[3]Baja_Propension,Castigado o Sin Producto,SI,SALESFORCE - CCL
2206,deudor uso medio de pago,Pesca,Segmento D,Segmento D,Region 4,Zona 6,1,0,0,0,1,0,0,1,1,1,0,30,Malo,Excelente,F,1,Sindicatos,89,53,64,2,14,68,56,8,31,68,62,80,50,40,11,0,0,1,1,0,1,0,1,1,Malo,NO SUJETO DE CREDITO,[1]Alta_Propension,Castigado o Sin Producto,SI,SALESFORCE - CCL
2207,deudor uso medio de pago,Pesca,Segmento D,Segmento F,Region 4,Zona 4,0,1,1,1,1,1,1,0,1,1,1,35,Malo,Regular,M,2,Sociedad,30,36,32,23,34,80,75,33,96,78,38,16,37,13,50,0,0,0,0,1,0,0,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,NO,VENTA CENTRALIZADA
2208,deudor no comercial,Pesca,Segmento F,Segmento E,Region 6,Zona 4,1,1,1,1,1,1,1,0,0,1,1,68,Malo,Regular,F,1,Cooperativas,46,0,56,57,71,86,17,97,38,31,10,52,29,22,21,1,0,1,1,1,1,0,0,1,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,NO,
2209,deudor no comercial,Biotecnologia,Segmento F,Segmento D,Region 6,Zona 5,1,1,0,1,1,0,0,0,0,1,0,60,Malo,Malo,F,1,Cooperativas,12,52,69,10,48,92,34,17,39,41,42,93,32,88,61,1,1,0,0,1,1,1,1,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE -WEB
2210,deudor comercial,Biotecnologia,Segmento E,Segmento F,Region 5,Zona 6,0,0,0,0,1,1,0,0,0,1,0,26,Regular,Excelente,M,2,Sociedad,68,18,1,85,38,89,47,46,4,37,40,88,43,99,12,1,0,1,1,1,0,1,1,1,Malo,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
2211,deudor no comercial,Biotecnologia,Segmento E,Segmento D,Region 5,Zona 5,0,0,1,1,1,0,0,1,1,1,0,53,Excelente,Excelente,F,1,SPA,66,75,81,11,69,78,32,87,0,47,30,99,59,38,33,0,0,0,1,1,0,1,1,0,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente Finaciado,NO,SALESFORCE -WEB
2212,deudor no comercial,Agricola,Segmento E,Segmento F,Region 6,Zona 6,1,0,1,0,0,1,1,1,1,1,0,71,Regular,Regular,M,2,Sindicatos,51,17,73,83,27,89,47,44,70,37,51,42,69,95,92,1,1,1,0,0,0,1,0,1,Bueno,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,
2213,deudor comercial,Biotecnologia,Segmento F,Segmento E,Region 4,Zona 6,1,0,0,0,1,0,0,0,0,1,0,34,Malo,Excelente,M,1,SPA,32,73,62,42,8,53,78,17,34,31,90,62,99,48,40,1,1,1,0,0,1,0,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,SALESFORCE -WEB
2214,deudor comercial,Agricola,Segmento D,Segmento E,Region 6,Zona 4,0,1,1,1,1,1,1,1,1,1,0,62,Excelente,Malo,F,1,SPA,30,0,29,77,97,85,4,46,30,69,71,5,76,12,14,0,0,1,1,1,1,1,0,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
2215,deudor comercial,Biotecnologia,Segmento E,Segmento E,Region 6,Zona 5,0,0,1,1,0,1,0,1,0,0,1,36,Malo,Malo,F,2,Sindicatos,15,19,77,66,4,11,73,59,69,87,14,53,27,83,43,1,1,1,1,0,0,1,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,SI,RED SUCURSALES
2216,deudor no comercial,Pesca,Segmento D,Segmento E,Region 4,Zona 4,1,1,1,0,0,1,0,1,1,1,1,35,Regular,Excelente,M,2,Sindicatos,53,44,60,77,44,17,94,6,34,44,68,25,69,47,65,0,0,0,1,0,0,0,1,1,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,NO,SALESFORCE -WEB
2217,deudor comercial,Agricola,Segmento E,Segmento D,Region 5,Zona 6,1,0,0,0,1,0,1,0,1,0,0,64,Excelente,Regular,F,1,Sindicatos,51,97,82,99,48,8,43,87,31,14,58,31,63,53,98,1,1,1,1,1,0,1,0,1,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,NO,
